Timestamp,Value,Result
1728538890.1347122,56,Forward
1728538766.4392755,0,stop
1728539052.4763756,71,Backward
1728538954.960546,0,Forward
1728538988.6286445,56,Backward
1728538956.1128168,0,Forward
1728538892.0910587,39,Forward
1728538765.518715,0,stop
1728539042.709331,20,Backward
1728539056.5531776,68,Backward
1728539058.6259997,68,Backward
1728539010.032982,60,Backward
1728538960.4979837,0,Forward
1728538763.852284,0,stop
1728538952.868555,0,Forward
1728539064.3508673,71,Backward
1728538892.201413,35,Forward
1728539002.868158,37,Backward
1728539048.9915931,73,Backward
1728538890.096822,52,Forward
1728539058.7711265,68,Backward
1728538889.7152486,15,Forward
1728539058.5951197,67,Backward
1728538905.1271868,73,Forward
1728539052.934434,67,Backward
1728539010.520157,66,Backward
1728538766.6258,0,stop
1728538897.4610023,67,Forward
1728539008.561627,38,Backward
1728539012.941972,48,Backward
1728539008.208267,38,Backward
1728538773.3806624,78,stop
1728538896.614911,7,Forward
1728539011.6298816,66,Backward
1728538899.290125,0,Forward
1728538901.3488111,0,Forward
1728538948.9519386,0,Forward
1728539056.3540044,71,Backward
1728538898.099126,61,Forward
1728539013.021093,60,Backward
1728538767.74039,65,stop
1728538992.3873825,0,Backward
1728538770.6421745,79,stop
1728538989.9952238,0,Backward
1728539050.7089603,70,Backward
1728538899.392349,0,Forward
1728538988.3020818,56,Backward
1728538768.846339,81,stop
1728538947.7641509,55,Forward
1728539061.2453475,70,Backward
1728539000.5337305,15,Backward
1728539003.39525,51,Backward
1728538763.2986257,79,stop
1728538906.4200258,0,Forward
1728539053.5957794,63,Backward
1728538764.5770648,14,stop
1728538999.4240718,64,Backward
1728538766.905643,81,stop
1728538766.115724,52,stop
1728539000.923004,0,Backward
1728538763.1510675,35,stop
1728538770.8461964,0,stop
1728538953.007757,0,Forward
1728538889.813773,13,Forward
1728538904.492021,64,Forward
1728539051.482162,72,Backward
1728539057.5392354,70,Backward
1728538763.7800472,0,stop
1728538767.244476,56,stop
1728538772.3503065,0,stop
1728539012.5929923,0,Backward
1728538892.9960656,51,Forward
1728538767.280644,84,stop
1728538900.618967,66,Forward
1728538949.6785529,58,Forward
1728539048.5080006,73,Backward
1728538765.1788688,0,stop
1728539050.3034742,70,Backward
1728538950.480363,55,Forward
1728538901.545097,0,Forward
1728539010.7812347,56,Backward
1728538899.5105443,0,Forward
1728538904.1889503,68,Forward
1728539000.7973812,1,Backward
1728538898.0565908,61,Forward
1728539044.9531238,62,Backward
1728538905.8483737,0,Forward
1728538953.3830552,71,Forward
1728539060.77574,69,Backward
1728538769.8878949,0,stop
1728538771.2237418,88,stop
1728539058.762726,67,Backward
1728538765.5402362,81,stop
1728538987.9820046,55,Backward
1728538900.090974,71,Forward
1728538953.8060513,74,Forward
1728538999.9244845,0,Backward
1728538999.501842,66,Backward
1728538766.780198,0,stop
1728538952.5946062,49,Forward
1728539058.3092165,70,Backward
1728538901.2697804,0,Forward
1728538769.8878949,32,stop
1728539045.126507,62,Backward
1728538999.8760278,0,Backward
1728539049.8948164,0,Backward
1728539013.8785253,60,Backward
1728539063.3600092,67,Backward
1728538768.2156708,0,stop
1728538955.419536,0,Forward
1728539042.4957378,19,Backward
1728538771.8901677,0,stop
1728539003.7120748,43,Backward
1728538771.338158,87,stop
1728539064.4983325,71,Backward
1728539001.1081011,46,Backward
1728539058.2714229,69,Backward
1728538764.5641055,0,stop
1728539009.0559936,55,Backward
1728538893.7400131,6,Forward
1728539053.324057,63,Backward
1728538899.5729344,71,Forward
1728539048.8819225,73,Backward
1728539012.950585,56,Backward
1728538951.5288727,64,Forward
1728538764.0661037,0,stop
1728538900.041111,71,Forward
1728538959.4649923,0,Forward
1728539014.911118,54,Backward
1728538770.8032773,0,stop
1728538988.9272215,0,Backward
1728539054.680935,63,Backward
1728539049.9438207,0,Backward
1728538762.987461,0,stop
1728538945.38278,74,Forward
1728539057.3410363,70,Backward
1728538950.3649454,71,Forward
1728538766.2388508,83,stop
1728539050.2049556,70,Backward
1728539065.7992983,71,Backward
1728538986.911042,0,Backward
1728538765.5222225,77,stop
1728539051.1135197,72,Backward
1728539060.3078458,70,Backward
1728538900.236475,67,Forward
1728539062.6500752,58,Backward
1728538768.9255984,21,stop
1728538898.957846,0,Forward
1728538953.8759885,0,Forward
1728538995.729259,61,Backward
1728539014.7096436,0,Backward
1728539009.2430284,56,Backward
1728539001.9132748,67,Backward
1728539060.8888583,70,Backward
1728538770.1090736,85,stop
1728538945.287035,74,Forward
1728538954.9143517,0,Forward
1728539051.0885458,72,Backward
1728538897.243519,65,Forward
1728539055.035879,63,Backward
1728539003.1924407,52,Backward
1728538893.345528,1,Forward
1728538994.934877,48,Backward
1728539062.0862632,69,Backward
1728538898.7517836,0,Forward
1728539052.8592503,67,Backward
1728538896.649896,7,Forward
1728538768.2613566,0,stop
1728538947.2400403,74,Forward
1728538763.81439,0,stop
1728538766.8738682,53,stop
1728538765.05564,78,stop
1728538991.948711,54,Backward
1728539000.0967624,0,Backward
1728538992.132472,55,Backward
1728538765.3123298,0,stop
1728539066.3198705,73,Backward
1728539062.5010438,69,Backward
1728539060.5012388,68,Backward
1728539006.741166,70,Backward
1728539002.295032,67,Backward
1728539003.9246037,42,Backward
1728539058.141522,69,Backward
1728539013.6489985,0,Backward
1728538771.4128716,80,stop
1728538892.415111,35,Forward
1728539061.8014708,70,Backward
1728539043.7247508,72,Backward
1728538771.4964306,67,stop
1728538895.8017142,66,Forward
1728539064.1444848,69,Backward
1728538767.1322129,0,stop
1728539043.3752666,0,Backward
1728538950.7497318,72,Forward
1728538956.692016,0,Forward
1728539051.198523,73,Backward
1728538765.6578555,0,stop
1728539054.213133,63,Backward
1728538989.4836218,0,Backward
1728538904.2785704,71,Forward
1728538901.9367044,40,Forward
1728539056.1443186,72,Backward
1728539049.9999907,71,Backward
1728538996.240378,57,Backward
1728538898.4022112,0,Forward
1728539058.2533216,70,Backward
1728539060.9726386,69,Backward
1728538890.838332,43,Forward
1728538771.718995,0,stop
1728538766.5221868,83,stop
1728538945.4214442,75,Forward
1728539003.7282047,43,Backward
1728538769.30749,0,stop
1728539055.0397303,63,Backward
1728538898.7633116,0,Forward
1728539059.167124,68,Backward
1728538905.494739,71,Forward
1728538893.427008,1,Forward
1728539047.6570237,51,Backward
1728538987.9506333,56,Backward
1728538897.4331715,66,Forward
1728538996.9842238,0,Backward
1728539000.6257105,0,Backward
1728538958.94875,0,Forward
1728538993.4084775,0,Backward
1728539008.3582456,38,Backward
1728539042.0763073,73,Backward
1728539062.879398,58,Backward
1728538946.3673158,70,Forward
1728538956.7669218,0,Forward
1728538992.8714886,39,Backward
1728539054.8466592,63,Backward
1728538995.8213148,60,Backward
1728538895.15212,35,Forward
1728538771.8382576,0,stop
1728539057.6042264,70,Backward
1728538987.1186118,41,Backward
1728539007.8981044,65,Backward
1728538950.329331,56,Forward
1728539058.9702914,68,Backward
1728538896.6799614,7,Forward
1728538905.809021,0,Forward
1728538958.327051,0,Forward
1728538770.443055,71,stop
1728538764.7806642,61,stop
1728538896.019369,16,Forward
1728538771.8307045,0,stop
1728539043.5931644,72,Backward
1728539005.2431638,0,Backward
1728539051.751443,72,Backward
1728539009.6042128,63,Backward
1728538769.4522662,0,stop
1728538956.482223,0,Forward
1728539045.8422809,0,Backward
1728539064.4932845,71,Backward
1728538763.495257,0,stop
1728539014.8103828,0,Backward
1728538769.3689356,0,stop
1728538773.546463,74,stop
1728539051.1307497,72,Backward
1728539062.0157094,69,Backward
1728538763.3518384,80,stop
1728538767.74039,0,stop
1728538950.2027214,56,Forward
1728538890.989075,42,Forward
1728538773.7256165,22,stop
1728539004.243243,0,Backward
1728538892.2539694,34,Forward
1728538957.5642922,0,Forward
1728539060.038757,71,Backward
1728538765.1921277,0,stop
1728538955.8099358,0,Forward
1728538952.4732327,56,Forward
1728538953.1678686,0,Forward
1728538894.0523708,18,Forward
1728539044.7343128,69,Backward
1728539042.2087543,74,Backward
1728538951.9046917,52,Forward
1728538994.184029,63,Backward
1728538764.9657073,82,stop
1728538771.0356195,3,stop
1728539043.7774622,73,Backward
1728538900.432681,66,Forward
1728538769.0006866,87,stop
1728539007.791154,48,Backward
1728538890.799514,41,Forward
1728538991.3517773,3,Backward
1728539009.9438062,60,Backward
1728538763.8509946,0,stop
1728539012.4629006,0,Backward
1728539057.3658571,71,Backward
1728538896.2028048,16,Forward
1728538771.6298542,72,stop
1728538767.587719,0,stop
1728539058.0295906,70,Backward
1728538948.3345754,0,Forward
1728538769.1130097,76,stop
1728539043.5502622,72,Backward
1728538772.0620892,86,stop
1728538997.7801487,56,Backward
1728538770.1901107,38,stop
1728538988.1647704,56,Backward
1728538954.828899,0,Forward
1728538947.2009666,75,Forward
1728538771.450672,84,stop
1728538764.8928366,83,stop
1728539006.4935508,32,Backward
1728538904.3090734,70,Forward
1728538766.1506653,60,stop
1728538956.4187224,0,Forward
1728539010.8583767,56,Backward
1728539014.2790177,0,Backward
1728538768.1072948,86,stop
1728538951.0499754,50,Forward
1728539000.3208015,0,Backward
1728538770.158119,83,stop
1728539058.2282462,70,Backward
1728539051.7299242,72,Backward
1728539044.713563,70,Backward
1728538769.4127364,0,stop
1728538894.05602,18,Forward
1728538945.863299,74,Forward
1728538958.7075126,0,Forward
1728538772.200693,83,stop
1728539005.9181566,0,Backward
1728538994.7781382,48,Backward
1728539049.4571588,0,Backward
1728539004.284628,0,Backward
1728539060.7107873,70,Backward
1728538955.6438062,0,Forward
1728539060.241003,68,Backward
1728539004.5963695,0,Backward
1728538951.5746253,65,Forward
1728538771.7492208,44,stop
1728538771.4706073,79,stop
1728538994.0427787,64,Backward
1728539007.008105,71,Backward
1728538987.9183872,56,Backward
1728538989.7548292,0,Backward
1728538992.6041288,0,Backward
1728538765.711058,0,stop
1728539046.2823792,2,Backward
1728539000.242883,0,Backward
1728539057.427754,70,Backward
1728538993.166449,43,Backward
1728538997.093816,0,Backward
1728538997.304945,0,Backward
1728539062.5562398,58,Backward
1728538764.8738356,86,stop
1728538769.4970834,0,stop
1728538950.827151,52,Forward
1728538894.6419466,35,Forward
1728538903.7869885,11,Forward
1728539043.205125,36,Backward
1728538953.3815615,72,Forward
1728538894.1616683,17,Forward
1728538891.268065,21,Forward
1728539042.1088014,74,Backward
1728539049.923328,0,Backward
1728539058.5230105,69,Backward
1728539003.201774,52,Backward
1728539004.5859523,0,Backward
1728538989.3691902,0,Backward
1728538988.9720542,0,Backward
1728538905.8499966,0,Forward
1728538892.3360837,35,Forward
1728539056.663737,68,Backward
1728538961.3469412,0,Forward
1728539003.787454,41,Backward
1728539053.813269,63,Backward
1728538955.218333,0,Forward
1728538950.1715572,56,Forward
1728538904.7117732,65,Forward
1728538766.622134,36,stop
1728539063.6883628,67,Backward
1728539060.9294846,69,Backward
1728538990.5847363,12,Backward
1728538958.822899,0,Forward
1728538895.3133729,67,Forward
1728538988.8717556,0,Backward
1728538889.599742,12,Forward
1728539053.9119968,63,Backward
1728539012.271549,0,Backward
1728538901.100046,0,Forward
1728539048.0792947,51,Backward
1728539004.400143,0,Backward
1728538987.7670324,56,Backward
1728538773.0679848,39,stop
1728538769.1225178,80,stop
1728538895.1183126,35,Forward
1728538892.15196,33,Forward
1728538771.9358926,0,stop
1728539061.644748,70,Backward
1728538767.495674,0,stop
1728538766.7135077,0,stop
1728538959.7173803,0,Forward
1728538903.745201,11,Forward
1728538990.2091107,0,Backward
1728538771.7482047,0,stop
1728539065.6141388,71,Backward
1728539002.2450745,69,Backward
1728539058.9630706,68,Backward
1728538952.9290693,0,Forward
1728539047.206385,30,Backward
1728538952.623322,45,Forward
1728538763.652907,0,stop
1728539054.8228846,63,Backward
1728539014.523844,0,Backward
1728538906.167,0,Forward
1728538986.4865246,0,Backward
1728538945.532938,74,Forward
1728539058.94723,68,Backward
1728538905.1359882,72,Forward
1728538955.694919,0,Forward
1728539046.8923812,46,Backward
1728538993.8679762,0,Backward
1728539003.411088,51,Backward
1728539000.907333,0,Backward
1728538948.2920392,0,Forward
1728539044.5649853,72,Backward
1728538988.542198,57,Backward
1728539065.0154085,70,Backward
1728539005.0866425,55,Backward
1728538948.3973331,0,Forward
1728538990.5766444,16,Backward
1728538768.1728194,82,stop
1728538899.644689,71,Forward
1728539011.3898635,66,Backward
1728538961.722027,0,Forward
1728539065.1439943,71,Backward
1728538768.330959,0,stop
1728539054.4000332,64,Backward
1728539006.9029078,71,Backward
1728538949.0019484,0,Forward
1728538767.7226253,52,stop
1728539043.9805925,72,Backward
1728538890.5231242,49,Forward
1728539051.734748,72,Backward
1728539065.533586,68,Backward
1728538769.4522662,0,stop
1728538990.9622428,1,Backward
1728539010.107823,60,Backward
1728538960.5969486,0,Forward
1728538989.6337042,0,Backward
1728539005.6589131,43,Backward
1728538763.4979796,0,stop
1728538961.1340864,0,Forward
1728538999.9244845,0,Backward
1728538990.2815197,0,Backward
1728539058.4065368,70,Backward
1728539062.4119625,69,Backward
1728539065.3681345,71,Backward
1728538899.3823383,0,Forward
1728538986.6127503,0,Backward
1728538768.8953187,17,stop
1728538899.8966403,71,Forward
1728538765.6921856,0,stop
1728539000.2153723,0,Backward
1728538892.030695,39,Forward
1728538773.1962986,0,stop
1728538989.4017138,0,Backward
1728538765.888146,0,stop
1728538999.6248028,67,Backward
1728538773.350629,41,stop
1728538904.8021004,64,Forward
1728539063.9243035,70,Backward
1728539048.2736506,72,Backward
1728538988.1920989,56,Backward
1728538950.356176,46,Forward
1728538951.125045,69,Forward
1728539047.5818295,38,Backward
1728539046.3116045,70,Backward
1728538945.1967394,74,Forward
1728538954.8799603,0,Forward
1728538893.6358352,0,Forward
1728539063.4711435,67,Backward
1728539043.6723275,73,Backward
1728539003.3594327,52,Backward
1728539050.4007208,70,Backward
1728538767.2906926,60,stop
1728538961.5390103,0,Forward
1728538952.0890417,67,Forward
1728538771.820815,0,stop
1728539014.4508734,0,Backward
1728539061.699369,70,Backward
1728539058.5430074,67,Backward
1728539012.76078,0,Backward
1728538992.560977,0,Backward
1728539042.6962574,0,Backward
1728538954.459309,66,Forward
1728538988.593962,58,Backward
1728538766.818253,0,stop
1728539046.1558504,6,Backward
1728538906.1658485,0,Forward
1728538997.965726,0,Backward
1728538766.973845,71,stop
1728538773.8349853,85,stop
1728539014.970057,54,Backward
1728538764.7806642,31,stop
1728538903.563566,13,Forward
1728538900.0058453,71,Forward
1728538946.276412,70,Forward
1728538894.1182644,18,Forward
1728538948.8921986,0,Forward
1728538952.1124897,65,Forward
1728538904.0995166,69,Forward
1728538768.143059,52,stop
1728538766.50219,83,stop
1728539004.7747004,65,Backward
1728539041.860805,74,Backward
1728539063.0914414,57,Backward
1728538768.9149868,66,stop
1728538950.9123976,49,Forward
1728538770.86164,14,stop
1728538947.7576933,62,Forward
1728539051.9267902,71,Backward
1728538766.129775,0,stop
1728538765.2417643,0,stop
1728539047.7108543,51,Backward
1728538994.2069435,64,Backward
1728539001.5653358,15,Backward
1728538765.0832574,56,stop
1728539049.9883597,70,Backward
1728538890.1856213,54,Forward
1728539060.6523926,68,Backward
1728539062.099205,68,Backward
1728538764.9918337,81,stop
1728538773.2307136,0,stop
1728538950.9362094,63,Forward
1728539051.009102,72,Backward
1728538890.5003784,50,Forward
1728538901.399988,0,Forward
1728539013.7996783,59,Backward
1728539057.0453584,65,Backward
1728538997.4412172,56,Backward
1728538957.245066,0,Forward
1728538771.4706073,72,stop
1728538999.150993,60,Backward
1728539043.484704,72,Backward
1728539052.1457298,71,Backward
1728538952.8549852,0,Forward
1728539053.1051369,67,Backward
1728538956.0166843,0,Forward
1728539006.7265143,70,Backward
1728539045.537078,62,Backward
1728538899.172795,0,Forward
1728539000.1224678,0,Backward
1728538897.068016,7,Forward
1728538768.6804724,83,stop
1728539047.8085043,51,Backward
1728539003.049126,51,Backward
1728538954.5083046,66,Forward
1728539014.3443325,0,Backward
1728539055.6125562,72,Backward
1728539050.0873747,71,Backward
1728539009.4861872,64,Backward
1728538957.654287,0,Forward
1728538987.7820206,56,Backward
1728539057.725548,71,Backward
1728538996.2529392,59,Backward
1728538894.6721344,35,Forward
1728538770.5795288,0,stop
1728539060.7412164,70,Backward
1728538902.447555,0,Forward
1728538767.4108033,0,stop
1728538905.575705,71,Forward
1728538764.8757255,86,stop
1728538956.1683562,0,Forward
1728538999.0810409,60,Backward
1728538770.001143,0,stop
1728539054.2361972,63,Backward
1728538766.9819334,78,stop
1728538773.294965,83,stop
1728538988.6276145,56,Backward
1728538898.855125,0,Forward
1728539059.535263,70,Backward
1728538889.924081,22,Forward
1728539006.2244182,35,Backward
1728538769.8975737,3,stop
1728539065.7855902,71,Backward
1728538952.199435,51,Forward
1728538950.063359,62,Forward
1728539001.050702,0,Backward
1728538989.97519,0,Backward
1728539005.0706513,55,Backward
1728538988.1090083,56,Backward
1728538947.43232,63,Forward
1728538958.886556,0,Forward
1728538765.9883103,0,stop
1728539062.572312,57,Backward
1728539001.888583,67,Backward
1728538960.2571807,0,Forward
1728539006.6169322,21,Backward
1728538987.6169465,55,Backward
1728539057.714199,71,Backward
1728538898.3737109,60,Forward
1728538773.900468,80,stop
1728538773.3044207,87,stop
1728539042.913028,49,Backward
1728539045.7293217,0,Backward
1728539046.7208648,60,Backward
1728539064.241463,69,Backward
1728539049.7938857,0,Backward
1728538987.0239315,12,Backward
1728539012.2818737,0,Backward
1728539013.105257,60,Backward
1728538986.4948473,0,Backward
1728538944.6961548,72,Forward
1728539008.9502594,57,Backward
1728539055.2941775,72,Backward
1728538988.2670376,56,Backward
1728538889.5771654,8,Forward
1728538949.36676,0,Forward
1728539049.4933488,0,Backward
1728538770.7230685,51,stop
1728539054.213133,63,Backward
1728538945.1989307,75,Forward
1728539064.718664,71,Backward
1728538999.3906133,64,Backward
1728539057.753831,71,Backward
1728538890.2525594,55,Forward
1728538952.080124,51,Forward
1728538898.930383,0,Forward
1728539014.2052982,60,Backward
1728538900.6985426,67,Forward
1728538769.5768063,0,stop
1728539051.7173965,72,Backward
1728539043.2797534,43,Backward
1728539041.806078,73,Backward
1728538890.6580722,44,Forward
1728538993.0809698,38,Backward
1728538767.3006198,60,stop
1728539051.0911446,73,Backward
1728538990.5090306,12,Backward
1728538957.071694,0,Forward
1728538990.457845,28,Backward
1728539054.729238,62,Backward
1728538765.520717,78,stop
1728538998.262875,0,Backward
1728538998.7077384,0,Backward
1728538949.160446,0,Forward
1728538956.4886367,0,Forward
1728538889.813773,13,Forward
1728538768.9993997,86,stop
1728539042.477296,21,Backward
1728538767.1706915,0,stop
1728538994.4282105,62,Backward
1728539003.837986,43,Backward
1728539009.0442386,56,Backward
1728539058.527563,70,Backward
1728539014.321273,0,Backward
1728538765.648985,81,stop
1728538772.2529888,80,stop
1728538995.5683718,62,Backward
1728538945.8504028,73,Forward
1728539061.0203726,69,Backward
1728538767.835642,29,stop
1728538766.0439246,12,stop
1728538957.1635735,0,Forward
1728539050.8634694,71,Backward
1728538899.8597426,71,Forward
1728538762.945089,71,stop
1728538773.082126,0,stop
1728538991.0378342,62,Backward
1728539042.3495593,73,Backward
1728538987.643675,53,Backward
1728538999.5648885,65,Backward
1728539064.3653688,71,Backward
1728538994.5377438,51,Backward
1728539065.244684,70,Backward
1728538766.7270973,0,stop
1728538765.6216843,77,stop
1728538991.9790516,52,Backward
1728538999.6248028,66,Backward
1728538895.285017,67,Forward
1728538770.0711677,24,stop
1728539008.6651125,35,Backward
1728538996.3178527,59,Backward
1728539000.167156,0,Backward
1728539008.8310096,57,Backward
1728538896.4119818,16,Forward
1728538987.9438517,56,Backward
1728539056.1758237,71,Backward
1728538893.668274,2,Forward
1728538999.9328902,0,Backward
1728538892.1964462,39,Forward
1728538959.3550448,0,Forward
1728538891.9741378,33,Forward
1728538763.5357144,0,stop
1728539013.9975607,60,Backward
1728538890.6731615,45,Forward
1728539042.305001,73,Backward
1728538903.877814,10,Forward
1728538955.7436936,0,Forward
1728538954.5578043,66,Forward
1728538952.3344438,51,Forward
1728539013.1277096,57,Backward
1728539054.451148,63,Backward
1728539006.9484851,70,Backward
1728538958.9179316,0,Forward
1728539042.135967,75,Backward
1728539063.7275617,68,Backward
1728538896.379733,16,Forward
1728539052.5370417,71,Backward
1728538994.142757,62,Backward
1728539047.385788,35,Backward
1728538956.21858,0,Forward
1728538998.3075736,0,Backward
1728539011.2582457,67,Backward
1728538773.573954,41,stop
1728539059.472734,70,Backward
1728539063.0735016,58,Backward
1728539054.7524805,63,Backward
1728539066.3397496,73,Backward
1728538903.26786,13,Forward
1728539002.2411957,68,Backward
1728538893.6228132,0,Forward
1728538994.4800117,63,Backward
1728538889.9637196,34,Forward
1728538950.6545956,66,Forward
1728538952.1124897,54,Forward
1728538955.728601,0,Forward
1728538895.9877384,16,Forward
1728539060.8123927,70,Backward
1728538901.9019983,41,Forward
1728538890.4880917,48,Forward
1728538763.63102,0,stop
1728538899.7387445,72,Forward
1728538959.4782555,0,Forward
1728538772.7361782,0,stop
1728538945.690099,74,Forward
1728538990.5047772,23,Backward
1728539051.933821,72,Backward
1728538947.2409763,74,Forward
1728538773.2743146,0,stop
1728538895.4004834,67,Forward
1728539065.6601472,67,Backward
1728538953.3140326,72,Forward
1728538890.8197117,44,Forward
1728539005.4861393,41,Backward
1728538945.164437,74,Forward
1728538959.9479842,0,Forward
1728539055.7409458,72,Backward
1728538893.055502,52,Forward
1728538892.8004315,63,Forward
1728538987.7453225,55,Backward
1728539062.7979822,58,Backward
1728538958.764438,0,Forward
1728539056.045872,71,Backward
1728538770.5381296,0,stop
1728538768.538071,38,stop
1728538953.4077466,71,Forward
1728538997.184935,0,Backward
1728538772.006052,0,stop
1728538995.2737298,63,Backward
1728539050.7872548,0,Backward
1728539001.4262383,41,Backward
1728538954.464493,66,Forward
1728538995.3327246,63,Backward
1728538771.2807214,88,stop
1728538765.6568503,0,stop
1728538903.6480005,10,Forward
1728538904.793341,65,Forward
1728539065.0795784,71,Backward
1728538765.1711855,0,stop
1728539063.578439,68,Backward
1728539066.1697054,74,Backward
1728539006.8444853,70,Backward
1728539050.178589,71,Backward
1728538958.060284,0,Forward
1728538892.0080512,36,Forward
1728538763.5963728,0,stop
1728539004.1556396,0,Backward
1728538764.9608097,79,stop
1728538960.5550976,0,Forward
1728539047.9710388,51,Backward
1728538904.845659,64,Forward
1728539049.9649098,71,Backward
1728538891.8719094,31,Forward
1728539057.1753757,64,Backward
1728538771.3884692,72,stop
1728538766.828334,0,stop
1728538893.4310255,0,Forward
1728538902.0370111,37,Forward
1728538772.890707,0,stop
1728538999.8327875,0,Backward
1728539010.5089283,64,Backward
1728539044.815031,70,Backward
1728539007.479662,42,Backward
1728539066.072808,72,Backward
1728538892.4254491,36,Forward
1728538902.0900886,39,Forward
1728539013.904911,60,Backward
1728539050.8287692,0,Backward
1728539047.2409778,30,Backward
1728538959.7980714,0,Forward
1728538901.4856846,0,Forward
1728539063.2301033,67,Backward
1728539053.701787,63,Backward
1728539042.5018048,20,Backward
1728538764.2637482,0,stop
1728539045.213107,62,Backward
1728538944.704739,74,Forward
1728538900.9570434,0,Forward
1728538891.2022398,20,Forward
1728538903.7526286,11,Forward
1728539051.2789464,72,Backward
1728539005.5349631,44,Backward
1728538903.221379,13,Forward
1728538773.5396607,41,stop
1728538950.2586305,51,Forward
1728538890.7683415,44,Forward
1728538905.5854363,71,Forward
1728538766.027734,0,stop
1728538944.6381335,73,Forward
1728538993.451856,0,Backward
1728539061.5388477,70,Backward
1728539011.0770712,56,Backward
1728538772.5556705,0,stop
1728538904.4192798,65,Forward
1728539057.1239412,63,Backward
1728538958.83258,0,Forward
1728538995.2433383,63,Backward
1728538988.008444,55,Backward
1728539008.755692,58,Backward
1728538991.0572655,62,Backward
1728538956.4969318,0,Forward
1728538957.837116,0,Forward
1728538960.3889756,0,Forward
1728538766.1618268,56,stop
1728539046.1010644,3,Backward
1728539010.978997,56,Backward
1728538906.4662464,0,Forward
1728539000.8776488,3,Backward
1728539060.0027647,71,Backward
1728538896.339809,16,Forward
1728539056.718197,65,Backward
1728539009.4411385,64,Backward
1728538772.1456783,72,stop
1728538890.2887542,54,Forward
1728538904.9648669,64,Forward
1728538999.6572814,0,Backward
1728538988.6101065,56,Backward
1728539043.07141,48,Backward
1728538957.5243447,0,Forward
1728539008.5897155,37,Backward
1728538951.133211,69,Forward
1728538949.4270782,0,Forward
1728539046.6060812,59,Backward
1728539005.7246373,44,Backward
1728538996.7418065,65,Backward
1728538945.9957452,74,Forward
1728538764.2637482,0,stop
1728539063.798801,68,Backward
1728538892.1128066,35,Forward
1728538945.418331,75,Forward
1728538767.2058218,0,stop
1728538903.5772932,13,Forward
1728539057.800562,70,Backward
1728539000.0839963,0,Backward
1728538898.5147264,0,Forward
1728538770.585734,0,stop
1728539051.3731773,72,Backward
1728538772.8312583,0,stop
1728539006.7819774,70,Backward
1728538992.1049757,0,Backward
1728539046.966215,46,Backward
1728538946.419468,72,Forward
